id,username,msgtime,star,comment,effflag,storeid,segmented
941,黃興華,1 個月前,3,老媽生日宴在此舉辦，其中一道木瓜海鮮盅美乃滋塗太多，吃完有點噁心，是很失敗的一道菜，但小菜中有一道甜芋泥十分可口大推 建議的餐點 脆皮烤鴨 鴨架粥,0,1738,老媽 生日 宴 在 此 舉辦 ， 其中 一道 木瓜 海鮮 盅 美乃滋塗 太多 ， 吃 完有點 噁 心 ， 是 很 失敗 的 一道 菜 ， 但 小菜 中有 一道 甜芋 泥 十分 可口 大 推   建議 的 餐點   脆皮 烤 鴨   鴨架 粥
942,Guey-rong Hwang,1 個月前,5,環境凈雅，餐點美味可口、 分量足，服務佳，不愧為星級餐廳，值得再訪！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1738,環境 凈 雅 ， 餐點 美味可口 、   分量 足 ， 服務佳 ， 不愧 為 星級 餐廳 ， 值得 再訪 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
943,Leo Fang,1 個月前,5,豪華Chinese cuisine 餐點：4/5  |  服務：5/5  |  氣氛：5/5,0,1738,豪華 Chinese   cuisine   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
944,陳伊虹,1 個月前,5,鴨肉東西好 服務也很好 裝潢也很歐式風 很喜歡 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,鴨肉 東西好   服務 也 很 好   裝潢 也 很 歐式 風   很 喜歡   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
945,matt herr,1 個月前,5,,0,1738,
946,吳佳玲,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
947,Jonson Wu,1 個月前,5,,1,1738,
948,高采瑄,1 個月前,3,,0,1738,
949,朱小?,1 個月前,5,多人食 跟著公公來蹭飯，不得不說這是我在台灣吃過最好吃的桌菜了… 食材新鮮，服務周到細緻 BTW，海鮮焗木瓜真的敲推薦！ ！ ！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 海鮮焗木瓜,0,1738,多人食   跟 著 公公 來 蹭 飯 ， 不得不 說 這是 我 在 台灣 吃過 最 好吃 的 桌菜 了 …   食材 新鮮 ， 服務 周到 細 緻   BTW ， 海鮮 焗 木瓜 真的 敲 推薦 ！   ！   ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   海鮮 焗 木瓜
950,cheng bluesia,1 個月前,5,位於台北的「大三元酒樓」，這間是曾擁有米其林一星殊榮的港式料理老字號，自1970年開業以來一直是美食界的名店。它的美食招牌不僅止於烤鴨與燒鵝，更有著令人驚艷的粵菜港點，而其典雅的用餐環境，也吸引了許多人選擇在這裡包廂聚餐宴客。  第一道菜是「金湯鮑魚」，上桌時的香氣四溢，令人不禁為其顏色的奢華感到驚歎。這碗湯散發著金色的光彩，並配以彈牙的鮑魚。湯的濃郁與底部的超滑嫩的「花雕酒蛋白」，質感宛如豆花，給人一種口感的極致享受。  然而，今天的焦點是桌邊現片的「掌火候秘製脆皮鵝」。這道料理選用了來自嘉義大林的白羅曼鵝，約重4斤，使烤鵝的油脂豐厚，肉質油嫩且迷人。  製作方式與廣式烤鴨相似，使用甘草、八角、肉桂、山奈等香料製成醃料，然後塗抹在鵝隻腹腔並以鋼針縫合，以將肉汁和調味鎖於肉質中。接著經過燙皮、泡水、上醋水、風乾、烤製等多道工序，呈現出皮酥肉嫩、富含油脂的脆皮鵝。  不要忘了鵝油芥蘭，這搭配十分香濃，芥蘭菜處理得極緻，令人回味無窮。最後，一碗鵝骨熬粥上桌，碗中的鵝肉依然豐富。搭配避風塘沙公的蒜酥，味道超越期待，強烈建議大家嘗試這種絕妙的組合。米其林一星推薦的「大三元酒樓」，讓你的味蕾在這場美食之旅中享受極致的美味。別再只局限於烤鴨，務必嘗試他們的「秘製脆皮鵝」，這將成為你對台北美食的難以忘懷的回憶。無論你是當地居民還是遠道而來的食客，這裡都是一個絕佳的用餐選擇。 餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 港式片皮鴨 南瓜鮑魚湯 鵝油炒芥蘭 鴨架粥,0,1738,位 於 台北 的 「 大三元 酒樓 」 ， 這間 是 曾 擁有 米其林 一星殊榮 的 港式 料理 老字號 ， 自 1970 年 開業 以來 一直 是 美食 界 的 名店 。 它 的 美食 招牌 不僅止 於 烤 鴨 與 燒鵝 ， 更 有 著 令人 驚艷 的 粵菜 港點 ， 而 其 典雅 的 用餐 環境 ， 也 吸引 了 許多人 選擇 在 這裡 包廂 聚餐 宴客 。     第一道 菜 是 「 金湯 鮑魚 」 ， 上桌 時 的 香氣 四溢 ， 令人 不禁 為 其 顏色 的 奢華 感到 驚 歎 。 這碗 湯散 發著 金色 的 光彩 ， 並配 以彈 牙 的 鮑魚 。 湯的 濃郁 與 底部 的 超滑 嫩 的 「 花雕酒 蛋白 」 ， 質感 宛如 豆花 ， 給人 一種 口感 的 極致 享受 。     然而 ， 今天 的 焦點 是 桌邊 現片 的 「 掌 火候 秘 製 脆皮 鵝 」 。 這道 料理 選用 了 來 自嘉義 大林 的 白羅曼鵝 ， 約重 4 斤 ， 使 烤 鵝 的 油脂 豐厚 ， 肉質 油嫩且 迷人 。     製 作 方式 與 廣式 烤 鴨 相似 ， 使用 甘草 、 八角 、 肉桂 、 山奈 等 香料 製 成 醃 料 ， 然後塗 抹 在 鵝 隻 腹腔 並以 鋼針 縫合 ， 以將 肉汁 和 調味鎖 於 肉質 中 。 接著 經過 燙 皮 、 泡水 、 上 醋 水 、 風乾 、 烤 製 等 多 道工序 ， 呈現 出皮 酥 肉 嫩 、 富含 油脂 的 脆皮 鵝 。     不要 忘 了 鵝 油 芥蘭 ， 這 搭配 十分 香濃 ， 芥蘭菜 處理 得 極 緻 ， 令人 回味 無窮 。 最 後 ， 一碗 鵝骨 熬粥 上桌 ， 碗 中 的 鵝 肉 依然 豐富 。 搭配 避風塘 沙公 的 蒜 酥 ， 味道 超越 期待 ， 強烈 建議 大家 嘗試 這種 絕妙 的 組合 。 米其林 一星 推薦 的 「 大三元 酒樓 」 ， 讓 你 的 味蕾 在 這場 美食 之 旅中 享受 極致 的 美味 。 別 再 只 局限 於 烤 鴨 ， 務必嘗試 他們 的 「 秘 製 脆皮 鵝 」 ， 這將 成為 你 對 台北 美食 的 難以 忘懷 的 回憶 。 無論 你 是 當地 居民 還是 遠道 而 來 的 食客 ， 這裡 都 是 一個 絕佳 的 用餐 選擇 。   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   港式 片皮 鴨   南瓜 鮑魚湯   鵝 油炒 芥蘭   鴨架 粥
951,Tony Xue,1 個月前,5,和朋友一起吃飯的好地方 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,和 朋友 一起 吃 飯 的 好 地方   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
952,林禾粢大林,1 個月前,5,花開富貴咖喱雞讓客人都非常的驚豔而且好吃，意喻也很棒 每道都是手工製作，我也上過乙級廚師的課程，所以我知道工續都很多。日本客人都很誇講喔！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 鳳梨蝦球 翡翠瑤柱羹 南瓜鮑魚湯 花開富貴雞,0,1738,花開 富貴 咖喱 雞 讓 客人 都 非常 的 驚 豔 而且 好吃 ， 意喻 也 很棒   每道 都 是 手工 製 作 ， 我 也 上 過乙級 廚師 的 課程 ， 所以 我 知道 工續 都 很多 。 日本 客人 都 很 誇講 喔 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   鳳梨蝦 球   翡翠 瑤柱 羹   南瓜 鮑魚湯   花開富 貴雞
953,曹雅婷,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 脆皮雞,1,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   脆皮 雞
954,羅啟文,1 個月前,5, 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,  餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
955,林俊益,1 個月前,5,,0,1738,
956,Martin Hu,1 個月前,5,,0,1738,
957,布蘭迪克林斯,1 個月前,5,餐廳很有80年代的感覺，菜色豐富美味，包廂有專人服務非常棒 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐廳 很 有 80 年代 的 感覺 ， 菜色 豐富 美味 ， 包廂 有 專人 服務 非常 棒   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
958,Chun Chi Chi,1 個月前,1,其實我連一顆星都不想給（因為想留評論只能給一顆星），我只想留負評！ 服務態度超差，超級差!環境髒亂，東西普普，價格無敵貴。  歡慶50年？？！！ 水杯準備夠嗎？客人來不及拿下來使用的杯子，神速收走，再要求提供杯子被服務員（各個掛經理）白眼抱怨（抱怨我們剛剛為何不拿下杯子）……就算你們收走了，不能再要嗎？ 親愛的米其林餐廳，今天水杯夠嗎？,0,1738,其實 我 連一顆 星 都 不想 給 （ 因為 想 留 評論 只能 給一顆 星 ） ， 我 只 想 留 負評 ！   服務態度 超差 ， 超級 差 ! 環 境 髒 亂 ， 東西 普普 ， 價格 無 敵貴 。     歡慶 50 年 ？ ？ ！ ！   水杯 準備夠 嗎 ？ 客人 來 不及 拿下 來 使用 的 杯子 ， 神速 收走 ， 再 要求 提供 杯子 被服 務員 （ 各個 掛經理 ） 白眼 抱怨 （ 抱怨 我們 剛剛 為 何不 拿下 杯子 ） … … 就算 你們 收走 了 ， 不能 再要 嗎 ？   親愛的 米其林 餐廳 ， 今天 水杯 夠嗎 ？
959,WT Jim (Jimmy),1 個月前,4,建議的餐點 脆皮烤鴨,0,1738,建議 的 餐點   脆皮 烤 鴨
960,Tungle Lin,1 個月前,5,餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 脆皮烤鴨,0,1738,餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   脆皮 烤 鴨
961,Scott Chen,1 個月前,3,餐點：3/5  |  服務：5/5  |  氣氛：4/5,0,1738,餐點 ： 3 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
962,Lifeng Hung,1 個月前,3,餐點：3/5  |  服務：4/5  |  氣氛：3/5,1,1738,餐點 ： 3 / 5     |     服務 ： 4 / 5     |     氣氛 ： 3 / 5
963,Jason Wang,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
964,徐愷澤,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
965,計珠華,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
966,Chin Chin,1 個月前,4,餐點是好吃的，點菜只有某位工作人員能點，有服務人員有些可以調整的部份，不留情面會在用餐客人面前直接訓斥，真得沒有必要這樣，用餐心情都被打壞，不是坐包廂，開放空間，很吵，上菜的速度也不是控制的很好，可惜了 餐點：4/5  |  服務：3/5  |  氣氛：3/5,0,1738,餐點 是 好吃 的 ， 點菜 只有 某位 工作 人員能點 ， 有 服務人員 有些 可以 調整 的 部份 ， 不留情面 會 在 用餐 客人 面前 直接 訓斥 ， 真得 沒有 必要 這樣 ， 用餐 心情 都 被 打壞 ， 不是 坐 包廂 ， 開 放空 間 ， 很 吵 ， 上菜 的 速度 也 不是 控制 的 很 好 ， 可惜 了   餐點 ： 4 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
967,蹦蹦跳左衛門,1 個月前,5,餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 紅豆麻糬甜點,0,1738,餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   紅豆 麻 糬 甜 點
968,Thomas Tseng,1 個月前,4,,0,1738,
969,陳妍,1 個月前,2,餐點普通，價錢很高，菜量很少，結帳時問了一下螃蟹的價錢，服務員回答口氣不是很好，是不能問嗎？吃的不開心 餐點：3/5  |  服務：2/5  |  氣氛：4/5,0,1738,餐點 普通 ， 價錢 很 高 ， 菜量 很少 ， 結帳 時問 了 一下 螃蟹 的 價錢 ， 服務員 回答 口氣 不是 很 好 ， 是 不能 問嗎 ？ 吃 的 不 開心   餐點 ： 3 / 5     |     服務 ： 2 / 5     |     氣氛 ： 4 / 5
970,Jolin Tsai,1 個月前,4,這家餐廳以傳統精湛的廣東菜和港式美食而聞名，推薦一些絕對不能錯過的招牌菜！ . 三元佛跳牆 一道燉湯裡滿載了各種高級食材，包括魚翅、瑤柱、花膠和海參，還有其他的海鮮和雞肉。湯的湯底是清澈的雞湯，搭配了豐富的風味，燉煮得剛剛好，每一口都帶來滿滿的滿足感。這碗佛跳牆不僅美味，還充滿了滋補的功效，讓你感受到美食的精髓  港式脆皮鵝 這是一道港式經典，鵝皮烤得香脆，肉質鮮嫩多汁。每一口都讓你沉醉於那獨特的脆皮和香醇的味道中。搭配上一點點的甜酸醬汁，真是美味絕頂！ . 此外，大三元酒樓還提供了許多其他精湛的廣東菜，包括蒸籠點心、炒飯和燒賣等等。無論你是想享受一頓豐盛的宴會，還是只是想來品味一些美味的小吃，這裡都能滿足你的需求 餐點：4/5  |  服務：4/5  建議的餐點 港式片皮鴨 脆皮烤鴨 佛跳牆,0,1738,這家 餐廳 以 傳統 精湛 的 廣東菜 和 港式 美食 而聞名 ， 推薦 一些 絕對 不能 錯過 的 招牌菜 ！   .   三元 佛跳牆   一道 燉 湯裡 滿載 了 各種 高級 食材 ， 包括 魚翅 、 瑤柱 、 花膠 和 海參 ， 還有 其他 的 海鮮 和 雞肉 。 湯的 湯底 是 清澈 的 雞湯 ， 搭配 了 豐富 的 風味 ， 燉 煮 得 剛剛 好 ， 每 一口 都 帶來 滿滿 的 滿足感 。 這碗 佛 跳 牆 不僅 美味 ， 還充 滿 了 滋補 的 功效 ， 讓 你 感受 到 美食 的 精髓     港式 脆皮 鵝   這是 一道 港式 經典 ， 鵝皮 烤 得 香脆 ， 肉質 鮮嫩 多汁 。 每 一口 都 讓 你 沉醉 於 那 獨特 的 脆皮 和 香醇 的 味道 中 。 搭配 上 一點點 的 甜酸 醬汁 ， 真是 美味 絕頂 ！   .   此外 ， 大三元 酒樓還 提供 了 許多 其他 精湛 的 廣東菜 ， 包括 蒸籠 點心 、 炒飯 和 燒賣 等等 。 無論 你 是 想 享受 一頓 豐盛 的 宴會 ， 還是 只是 想來 品味 一些 美味 的 小吃 ， 這裡 都 能 滿足 你 的 需求   餐點 ： 4 / 5     |     服務 ： 4 / 5     建議 的 餐點   港式 片皮 鴨   脆皮 烤 鴨   佛跳牆
971,白淺,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
972,吳宗憲,2 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
973,W.H. Chien,2 個月前,4,餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 脆皮烤鴨,0,1738,餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   脆皮 烤 鴨
974,UFO Huang,2 個月前,4,包廂專人服務，主食料理方式特別，口味不錯，開胃菜的芋頭、花生也好吃。 餐點：4/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 港式片皮鴨 脆皮烤鴨 花開富貴雞 佛跳牆,0,1738,包廂 專人 服務 ， 主食 料理 方式 特別 ， 口味 不錯 ， 開胃 菜 的 芋頭 、 花生 也 好吃 。   餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   港式 片皮 鴨   脆皮 烤 鴨   花開富 貴雞   佛跳牆
975,長島乳房醫學影像中心NBIC,2 個月前,3,餐點：3/5  |  服務：3/5  |  氣氛：3/5,0,1738,餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
976,沈大豪,2 個月前,5,餐點：5/5  |  服務：4/5  |  氣氛：4/5,0,1738,餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
977,Pino,2 個月前,4,20230820 1200 服務人員很熱情，提前訂了一隻鴨骨頭做成湯非常美味！其他菜色一般不驚艷但也不會失望，送的麻將紅豆麻糬以為只是造型取巧會很難吃，沒想到超級好吃 餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 紅豆麻糬甜點 酸菜鴨湯 脆皮烤鴨,0,1738,20230820   1200   服務人員 很 熱情 ， 提前 訂 了 一 隻 鴨 骨頭 做成 湯 非常 美味 ！ 其他 菜色 一般 不驚艷 但 也 不會 失望 ， 送 的 麻將 紅豆 麻 糬 以 為 只是 造型 取巧 會 很 難 吃 ， 沒 想到 超級 好吃   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   紅豆 麻 糬 甜 點   酸菜 鴨湯   脆皮 烤 鴨
978,Yanhong Chen,2 個月前,5,,0,1738,
979,Chang wen-wei,2 個月前,4,1970年開業的老店，米其林一星餐廳，捷運西門站4號出口出來，走路5分鐘可達。可準備投影機與布幕，開會方便 餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 紅豆麻糬甜點 港式片皮鴨 酸菜鴨湯 脆皮雞,0,1738,1970 年 開業 的 老店 ， 米其林 一星 餐廳 ， 捷運西門 站 4 號 出口 出來 ， 走路 5 分鐘 可達 。 可準備 投影 機與 布幕 ， 開會 方便   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   紅豆 麻 糬 甜 點   港式 片皮 鴨   酸菜 鴨湯   脆皮 雞
980,Margaret Hsu,2 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 鳳梨蝦球 南瓜鮑魚湯 脆皮烤鴨,1,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   鳳梨蝦 球   南瓜 鮑魚湯   脆皮 烤 鴨
981,Fred Guo,2 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 脆皮烤鴨,0,1738,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   脆皮 烤 鴨
982,Jenn Y,2 個月前,5,美味的食物，經驗豐富的員工，漂亮的兩層空間。不是最適合兒童的，因為他們顯然想保持氣氛更高檔。 餐點：5/5  |  服務：5/5  |  氣氛：4/5,1,1738,美味 的 食物 ， 經驗 豐富 的 員工 ， 漂亮 的 兩層 空間 。 不是 最 適合 兒童 的 ， 因為 他們 顯然 想 保持 氣氛 更 高檔 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
983,YC Lo,2 個月前,5,餐點美味，服務也細膩～焗海鮮烤木瓜特殊、也好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,餐點 美味 ， 服務 也 細膩 ～ 焗 海鮮 烤 木瓜 特殊 、 也 好吃   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
984,ChaiLong Lin,2 個月前,5,烤鴨讓人回味 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,烤 鴨 讓 人 回味   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
985,ke hsu,2 個月前,5,中國傳統酒樓裝飾 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1738,中國 傳統 酒樓 裝飾   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
986,陳慶仕,2 個月前,5,烤鵝好吃，其他也不錯。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1738,烤鵝 好吃 ， 其他 也 不錯 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
