comment
好吃的本幫菜 勝過很多新開的上海餐館就是餐廳裝潢有點廉價感
經典上海菜，台北已經很稀有了。 菜色經典之外，服務也是經典。茶水、客製化點餐、餐後水果……，真的令人回味無窮。大推醃篤鮮湯品，讓奶奶的拿手美味經典重現。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
好吃便宜服務態度又好，羊肉沒有騷味
還不錯吃，推！離學校很近～蠻方便覓食的！

CP值高，推薦肉羹飯和羊肉蓋飯
羊肉蓋飯 一點點羊味都...沒有
羊肉乾麵+10元加大份量很多，綜合羹麵的份量和料也很多，CP值很高。  優點是羊肉膻味不濃，一般人應該都可以接受。缺點也是對羊膻味太淡，喜歡羊味的人可能會覺得搔不到癢處。
餐尚可，沒特別好壞，男店員態度很差倒是很有印象

羊肉羹、麵美味。
好吃料實在，份量多(物超所值)，價格合理親民，老闆，闆娘態度和善，值得品嚐，羊肉乾麵~推推讚!讚!
羊肉乾麵加大100元、綜合羹米粉90元，中餐時段人多、價位低廉、份量十足。
口味水準很平均的連鎖店

東西是不錯吃 價格也親民 但是男店員態度真的很差 去過好幾次了 每次講話給人的感覺都好像都欠他幾百萬一樣 客人是去吃東西不是看你擺臉色的好嗎
羊肉蓋飯很好吃，份量也很足，但真的要小心會有碎骨頭。羊肉羹麵也很棒，好像有一點中藥味（？
羊肉新鮮份量足，建議點個羊肉蓋麵or蓋飯再加個綜合羹，划算又好吃，燙魷魚也很不錯
好吃

男店員臉臭、不耐煩，不推
為什麼男胖子店員態度可以差成這樣，這輩子見過最沒禮貌的店員，一整天心情直接被破壞，的欠他幾百萬一樣，當下非常想直接走人不吃了== 然後跟另一個女店員聊天，髒話大聲到在裡面吃飯聽得一清二楚，傻眼爆
官邸老宅改成藝文餐廳，有幾個空間可以辦展覽演說，今天是和朋友來用餐，當看到菜單的價位，真的覺得太貴了吧，與這裡的藝文氣息完全不符合，但吃完整個套餐，覺得餐點的口味好份量足夠，採用的食材品質也是好的，但餐廳的環境與服務卻無法回應這個價位，可惜了食材。 餐點：5/5  |  服務：3/5  |  氣氛：4/5
好吃啦 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 沙拉 烤田螺前菜 蔬食主菜 烤美人腿 青醬蘑菇鮮蝦
服務親切，聚餐聊天氣氛輕鬆，不會有要在限時內趕緊吃完。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
很棒的地點 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5

隱密性、餐桌距離有適當距離、食物表現不不錯 餐點：4/5  |  服務：5/5  |  氣氛：5/5
環境幽雅
餐點：5/5  |  服務：5/5  |  氣氛：5/5



法式羊排好吃，沒什麼腥味，肉質嫩

有文藝的歷史場館 餐點：5/5  |  服務：5/5  |  氣氛：5/5

不錯！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
復古風格很有味道。餐點不錯吃。但是覺得有貴。適合談事情喝咖啡。 餐點：3/5  |  服務：3/5  |  氣氛：5/5
服務：5/5  |  氣氛：5/5
此生難忘、具有特殊意義的地方 餐點：5/5  |  服務：5/5  |  氣氛：5/5

漂亮，有氣氛，餐點不錯 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：5/5
服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
來喝下午茶，空間舒適，定期有活動展覽。 餐點：4/5  |  服務：5/5  |  氣氛：5/5
下午茶的咖啡和甜點都很不錯！正餐也好吃
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
洋蔥  湯真是一絕，還要找機會去 第二次在這裡辦同學會 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：3/5  |  氣氛：4/5  建議的餐點 濃湯 自製焦糖烤布蕾 嫩煎迷迭香豬排搭法式白酒淡菜
食物跟服務、環境都很好 不過今天來餐 鄰桌一群人說話非常大聲吵雜 影響了用餐的氛圍 餐點：5/5  |  服務：5/5  |  氣氛：5/5
沒有想像中的好吃，戶外蚊子超多，才站一下下就滿手苞，還好市內秒回日據時代的感覺，很棒 餐點：3/5  |  服務：3/5  |  氣氛：4/5
那天吃飯的日子真值得紀念。 官邸主要吃的就是感覺及環境。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 濃湯 原味起士蛋糕 羊膝
若擺設可以再精緻些會更讓人嚮往！
古色古香的建築，氣氛佳！ 餐點：4/5  |  服務：4/5  |  氣氛：5/5
老屋改建，氣氛閒適，環境優美。每次來都是參加發表會，沒有用餐經驗。 氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：4/5  |  服務：5/5  |  氣氛：5/5
天使麵要看運氣才點的到，不過真的很好吃，單點的蘑菇也很讚  親子友善程度：外面有庭院可以讓小孩放電 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 海鮮天使麵 青醬蘑菇鮮蝦
舒服 餐點：4/5  |  服務：4/5  |  氣氛：4/5
每年都在這裡辦展，餐點非常美味 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：5/5
等到天荒地老
餐點：5/5  |  服務：5/5  |  氣氛：5/5
我們在一座經過修復的老建築裡吃了貽貝、蝸牛和蘑菇，喝著咖啡，雨輕輕地落在鑲板推拉門外。非常放鬆和輕鬆的聊天進行。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Pumpkin Soup Saut?ed Mushroom w Shrimps

昨天來過，今天再來看展，感覺時間凝結了 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5
整體來說是不錯的團體聚餐的地點 餐點：4/5  |  服務：4/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 濃湯
環境優雅舒適，很有懷舊氛圍。餐點價位較高，食物有好幾道略鹹。

餐點：4/5  |  服務：4/5  |  氣氛：4/5

咖啡真好喝 餐點：5/5  |  服務：5/5  |  氣氛：5/5
很舒服的地方，朋友聚會可以盡情的聊天。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 自製焦糖烤布蕾

"環境優雅，從前免費講座沙龍已改為餐廳。不用餐的話, 散步好去處"
老歷史建築，入口處有小型展覽。焦糖布丁強烈推薦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
很意外台北有一個這樣感覺舒服的地方，拍照的好去處

建議的餐點 烤田螺前菜
氣氛：5/5
甜點超好吃！口感綿密。 繁華都市中的桃花園，真的值得咱們去慢步悠活一下！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：4/5  |  服務：5/5  |  氣氛：4/5
調味普通吃老屋氣氛的餐廳 服務生點菜很急壓力有點大 想吃的龍蝦義大利麵賣完了 所以改點鴨腿 最好吃的應該是甜點的蛋糕 安排的位置還不錯適合聊天 不太會被別的客人干擾
氣氛和服務都很一般，但是他們在準備牛排時遇到了太多問題，因為我們整桌人都把牛排退回來了，因為它們都沒有煮熟……而且在他們第二次把牛排帶回廚房後仍然沒有煮熟。令人驚訝的是，魚煮得很完美，但牛排有太多問題。溫熱的清酒煮牡蠣射手也很沒有吸引力。不會再回來了。 餐點：2/5  |  服務：3/5  |  氣氛：3/5
大推
餐點：4/5  |  服務：4/5  |  氣氛：4/5

餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 蒙布朗 皇家咖啡 vsop

"適合閒聊的地方,環境悠靜置於大樹花草的日式建築,很享受寧靜的氣氛。 餐點：3/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 自製焦糖烤布蕾  提供特殊餐點 以上皆非  停車位 停車位有點難找  附近的停車場 付費停車位 付費路邊停車 不提供停車位"
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5

還好 餐點：3/5  |  服務：3/5  |  氣氛：3/5  建議的餐點 Angel Hair w Lobster & Big Clams Prime Rib Eye Boneless Short Rib
餐點：5/5  |  服務：5/5  |  氣氛：5/5


久違了！多年末來，踏入官邸景色依舊，古樹老屋藝文氣息濃厚，畫展、美食，的確很適合小聚聊天的優雅埸所，回憶到10多年前，每週3下午來此聆聽蔣勳老師的藝術美學，後來每週一天的傍晚，來此受教葉言都博士的?史文學，都讓我懷念不已！2023/03/10
很好吃 但算貴。要多帶點鈔票 餐點：5/5  |  服務：5/5  |  氣氛：5/5



餐點：5/5  |  服務：5/5  |  氣氛：5/5
入口處的確有點奇怪 黑松露鴨胸燉飯，只保留一點點米心，算是很符合台灣人的口感，只是松露味道真的不明顯 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 黑松露蜜鴨胸肉燉飯  停車位 停車不方便  附近的停車場 付費路邊停車
必須提前訂位 值得  餐點很棒 尤其是鴨燉飯 其實都很推薦 只是鴨特別突出  飲品的話 特別推薦 玫瑰園 XD 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 黑松露蜜鴨胸肉燉飯
餐點食材新鮮好吃，今晚坐在戶外的座位，天氣涼爽舒服 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
干貝很大顆我覺得很好吃 餐點：2/5  |  服務：4/5  |  氣氛：1/5
放在清單裡很久的餐酒館，終於來吃了，用餐體驗很不錯，沒有讓人失望。點了很多評論推薦的鴨胸松露燉飯和花雕酒海鮮燉飯，兩種燉飯雖然都是以奶油為基底，但口感差滿多的，松露燉飯偏甜，花雕酒奶油燉飯則是酒味很夠且很濃郁。兩種燉飯都很好吃，但我和朋友更偏好花雕酒海鮮燉飯，海鮮新鮮且多汁，吃到後來也不會像鴨胸燉飯一樣有點膩口。燉飯的份量比我們預期的大很多，我們兩人點了兩盤燉飯、三樣前菜、一杯飲料，吃完撐到不行（還剩一些薯條吃不下）。每道菜都很不錯，很喜歡墨西哥薄餅的莎莎醬，還有骰子牛沙拉與泰式醬料的組合。服務員很積極親切，餐廳氛圍不錯（只是桌距略有點窄），之後有機會會想再來用餐。 餐點：5/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 花雕酒奶油海鮮燉飯
餐點：5/5  |  服務：5/5  |  氣氛：5/5
整體來說ok，連副餐的飲料都相當不錯，單點松露薯條也很棒，唯一美中不足的是主餐加購的套餐。我和朋友點了A套餐，NT$95，送來的時候我們有傻眼，如下照片，我拍的比實體美，實際小小盤而已，葉子沒幾片（蘋果還難吃的不像話）…..這樣店家也敢收NT$95！里嘛幫幫忙…….大家不要點啊啊啊啊 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點和環境都不錯 餐點：5/5  |  服務：5/5  |  氣氛：5/5
口味較重 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5


台大醫院附近適合聚會的餐酒館 最推薦金沙小捲義大利麵！但是要趁熱吃 薄餅也是可以叫一份大家一起分享 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：4/5  |  氣氛：5/5
我近期最好吃的一家餐酒館，完全沒有雷，每一口都可以感受到廚師的用心，大推 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 花雕酒奶油海鮮燉飯 燻鮭魚凱薩沙拉 公主夜未眠-荔枝桂花烏龍
花雕酒奶油燉飯真的驚艷的好吃 米心恰到好處的熟度 甫一入口的花雕酒香 一吃再吃欲罷不能   我會為了這道燉飯再次回訪 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 花雕酒奶油海鮮燉飯
餐點棒！用餐氣氛非常舒適！服務超優！值得推薦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 骰子牛酸辣醬沙拉 酥炸起司條 炙燒明太子雞腿 明 太子 辣 炒魷魚 提拉米蘇 干貝海膽燉飯
"餐點只能給100分,不能再高了！ 餐點：5/5  |  服務：4/5  |  氣氛：4/5"
很普通，海膽燉飯根本沒海膽的味道 盤子裡面還有蝦子服務生問我們可以收了嗎？？是看不見裡面還有東西嗎？ 餐點：3/5  |  服務：3/5  |  氣氛：4/5
餐點：3/5  |  服務：4/5  |  氣氛：4/5
今天第二次吃。可是我在想，若我是這間餐廳的廚師，應當會很想要離職。因為煮得這麼好吃的菜，外面的服務生卻完全沒有善待跟介紹自己煮的菜。  1. 上餐時，沒有好好告知這道菜是什麼，東西放了就走。  2. 錢算錯兩次，卻沒有說任何一聲抱歉。  3. 收餐盤時，手直接伸過來，沒有告知說要收餐盤。  服務我們的是鴨舌帽男生。工作上，我最怕碰到豬隊友。吃到了廚師的好菜，卻被隊友給毀了。所以我支持廚師離職，找更好的地方。
食物不錯，但麻煩服務生禮貌跟訓練可以好好加強好嗎？！真的是整間餐廳敗筆，黑鴨舌帽戴口罩男子送菜不多說明就算了，要加點的時候才8點多就跟我們說廚房已結束。再來結帳送單核對發現名目不符，來回三次連聲不好意思都不講，到底態度在跩什麼啊！
刺青師推薦的，刺青結束後走來隔壁用餐 隨意點了黑松露鴨胸燉飯，入口瞬間就感覺到好吃了，燉飯的軟硬度很剛好，香氣濃郁，鴨胸有炙燒的香味，很喜歡 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 黑松露蜜鴨胸肉燉飯
餐點：5/5  |  服務：4/5  |  氣氛：5/5
氣氛很好，即使坐?外也沒蚊蟲干擾，適合聊天！食物比預期好蠻多，CP值夠！  特殊餐點：小菜很棒 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 明 太子 辣 炒魷魚 提拉米蘇 黑松露蜜鴨胸肉燉飯
很好吃?? #海膽風味干貝鮮蝦義大利麵 但是午餐時間去沒點到三味生食干貝  生日超貼心準備給兩個壽星一人一個超美蛋糕！檸檬派很喜歡??連凍頂鮮奶茶都超好喝 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 檸檬派
臺大醫院這一帶出色的餐廳不多，禾多餐酒館可以說是美食沙漠中的新綠洲。 餐點相當出色，擺盤漂亮，兼具視覺和味覺的享受。前菜點過明太子辣炒魷魚圈（285元）、西班牙油蒜蝦（260元）、炙燒明太子香料雞腿（200元），都相當美味，值得推薦。如果喜歡偏甜的水果系調酒，推薦他們的MoMoco （350元）。 用餐環境明亮舒適，服務親切，氣氛佳。我們兩個人各點一份燉飯、三道前菜跟各一杯調酒，均消約1100元。 假日晚上差不多客滿，建議提前線上預約。 整體用餐體驗極佳，值得再訪的好餐廳。  餐點：★★★★★ 擺盤：★★★★★ 份量：★★★★☆ 環境：★★★★★ 服務：★★★★★ 訂位難度：★★☆☆☆ 性價比：★★★★☆ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 檸檬派 明 太子 辣 炒魷魚
原本餐點、氣氛等等都很不錯，聽朋友推薦開的，朋友還大力推薦服務很好，但是最後離開前服務態度有點扣分，因此只給4星。 這次用餐前在線上訂位就有備註當天需要借用冰箱冰冷凍泡芙，電話確認時都沒問題喔，當天也的確很好有讓我借用冰箱冷凍，但是離場的時候忘記拿，在店門口就接到一位女店員電話，這位女店員電話打來只說「你泡芙不要了嗎」，態度實在不是很好… 應該常理判斷都知道是忘記，不理解為什麼要這樣說話，當天也是重要的日子才選在此餐廳吃飯，此插曲為當天用餐加上不完美的句點。 日後有機會還是有可能去用餐，但希望服務態度可以更友善。 餐點：5/5  |  服務：3/5  |  氣氛：5/5
餐點：2/5
味美、份量足、選擇豐富 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：3/5  |  氣氛：4/5
很好吃，份量也足，氛圍也不錯！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
每一樣餐點都很好吃 鹹蛋黃魷魚麵很特別 這第一次看到這樣的搭配 沒想到還蠻搭的！桂花釀是招牌 也很特別！服務也很好 超級推薦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Oreo Spicy Chicken
今天點了干貝魚子醬海鮮義大利麵跟炙燒骰子牛義大利麵。前者清爽；後者較濃郁。兩道都在水準之上。 白酒價位合理；整體服務水平極優。 非常推薦的一家餐酒館。 餐點：5/5  |  服務：5/5  |  氣氛：5/5

回訪很多次，立志吃完全部菜單 因為健康飲食少碳水，我愛上他們的雞腿沙拉餐，從此在沒有新菜上市前我只會選擇雞腿沙拉  Oreo起士甜點好吃，可是沒退冰需要等冷卻時間 關於這點，店家回覆我那是冰淇淋我真是誤會很深  又回訪，店家服務非常好 店家出餐順序除了問題主動招待薯條和甜點以示歉意 我們連開口理論都不必，怒氣也瞬間降溫 這才是五星服務  點完餐廳所有招牌菜，全部開箱完畢 燉飯風味多元 義大利麵海膽吃得到海味、金沙好吃、花雕雞燉飯和麻油也不錯，口味特殊、墨魚和鴨胸比較遜色 羊肋條有滿滿孜然羊肉味而且是番茄燉飯，是我最喜歡的燉飯  剝皮辣椒雞義大利麵好吃，微辣 墨西哥薄餅剛出爐起士會勘西要趁早吃 雞腿沙拉我覺得好吃！推 沙拉盆有一個溏心蛋，煮的恰到好處有照片 以上主餐加價套餐沙拉麵包好吃 湯每天更換  飲料推薦茶品，可回沖 洛神有果酸味、枸杞有淡淡香甜養身味 伯爵茶香足  甜點除了Oreo、提拉米蘇也好吃 無雷餐廳 推推  記得先訂位
